@relation documents

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute relevance {0, 1}

@data
0.039370, 0.000000, 0.000000, 0.000000, 0.023622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.028578, 0.000000, 0.000000, 0.000000, 0.015454, 0.024670, 0.002500, 0.187500, 0.200000, 0.024390, 0.750067, 0.000000, 0.000000, 0.000000, 0.400745, 0.664214, 0.000000, 0.000000, 0.000000, 0.615337, 0.366479, 0.000000, 0.000000, 0.000000, 0.271817, 0.770105, 0.000000, 0.000000, 0.000000, 0.762345, 0.400754, 0.400754, 0.168546, 0.804633, 0.282163, 0.615098, 0.685101, 0.521336, 0.009077, 0.049174, 0.001973, 0.490700, 0.000000, 0.004704, 0.006182, 0.004065, 0.006645, 0.428571, 0.185430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.291339, 0.333333, 1.000000, 0.000000, 0.322835, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.194039, 0.325200, 0.686604, 0.000000, 0.211209, 0.193632, 0.040000, 0.250000, 0.100000, 0.197704, 0.559934, 0.365986, 0.409837, 0.000000, 0.069436, 0.442573, 0.273973, 0.170743, 0.000000, 0.432592, 0.603306, 0.264939, 0.002297, 0.000000, 0.575043, 0.539355, 0.255180, 0.171291, 0.000000, 0.554567, 0.069383, 0.069383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005354, 0.483502, 0.000000, 0.000000, 0.000000, 0.017615, 0.119601, 0.285714, 0.099338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.031496, 0.000000, 1.000000, 0.000000, 0.023622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023407, 0.000000, 0.686604, 0.000000, 0.015454, 0.047045, 0.005000, 0.250000, 0.300000, 0.047346, 0.589812, 0.000000, 0.409837, 0.000000, 0.169989, 0.445287, 0.000000, 0.170743, 0.000000, 0.458811, 0.291692, 0.000000, 0.002297, 0.000000, 0.239854, 0.574944, 0.000000, 0.171291, 0.000000, 0.605391, 0.170033, 0.170033, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001494, 0.370007, 0.000000, 0.000000, 0.000000, 0.004065, 0.000000, 0.428571, 0.099338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.047244, 0.066667, 0.000000, 0.000000, 0.039370, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.047373, 0.089440, 0.000000, 0.000000, 0.042093, 0.050631, 0.006250, 0.125000, 0.300000, 0.050789, 0.600986, 0.530531, 0.000000, 0.000000, 0.170708, 0.270556, 0.744200, 0.000000, 0.000000, 0.273383, 0.300623, 0.472912, 0.000000, 0.000000, 0.228621, 0.090649, 0.731080, 0.000000, 0.000000, 0.100536, 0.170619, 0.170619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000273, 0.380599, 0.000000, 0.000000, 0.000000, 0.001355, 0.003322, 0.428571, 0.192053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.031496, 0.133333, 0.000000, 0.000000, 0.031496, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031582, 0.178879, 0.000000, 0.000000, 0.034219, 0.048049, 0.075000, 0.250000, 0.600000, 0.056815, 0.538726, 0.137254, 0.000000, 0.000000, 0.102944, 0.219380, 0.496637, 0.000000, 0.000000, 0.224548, 0.224372, 0.608981, 0.000000, 0.000000, 0.185963, 0.044194, 0.431706, 0.000000, 0.000000, 0.066236, 0.102872, 0.102872, 0.159722, 0.555070, 0.212822, 0.515074, 0.526995, 0.456502, 0.054465, 0.000000, 0.003213, 0.135116, 0.000000, 0.004287, 0.000000, 0.017615, 0.009967, 1.000000, 0.304636, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.110236, 0.000000, 1.000000, 1.000000, 0.110236, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.075114, 0.000000, 0.686604, 0.542112, 0.072120, 0.120338, 0.001250, 0.500000, 0.900000, 0.121664, 0.556667, 0.000000, 0.266567, 0.291785, 0.072292, 0.425373, 0.000000, 0.041509, 0.000000, 0.416643, 0.473209, 0.000000, 0.000765, 0.000000, 0.424293, 0.528594, 0.000000, 0.041711, 0.000000, 0.543374, 0.072294, 0.072294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000534, 0.158085, 0.000000, 0.000000, 0.000000, 0.002710, 0.029900, 0.857143, 0.609272, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.039370, 0.133333, 1.000000, 0.000000, 0.047244, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.036753, 0.178879, 1.000000, 0.000000, 0.047244, 0.155049, 0.028750, 0.312500, 0.200000, 0.158106, 0.434507, 0.313178, 0.526201, 0.000000, 0.028599, 0.207262, 0.566806, 0.698706, 0.000000, 0.274778, 0.291933, 0.617013, 0.998465, 0.000000, 0.308800, 0.314154, 0.591912, 0.699065, 0.000000, 0.379577, 0.028663, 0.028663, 0.119914, 0.517483, 0.198430, 0.445813, 0.463113, 0.340282, 0.000000, 0.000000, 0.002132, 0.606638, 0.000000, 0.000000, 0.000000, 0.009485, 0.049834, 0.285714, 0.099338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.165354, 0.066667, 1.000000, 0.000000, 0.165354, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.157630, 0.089440, 1.000000, 0.000000, 0.159909, 0.508893, 0.011250, 0.437500, 0.200000, 0.510330, 0.513178, 0.361036, 0.425419, 0.000000, 0.016090, 0.368590, 0.650803, 0.635725, 0.000000, 0.362426, 0.509744, 0.472028, 0.997699, 0.000000, 0.460649, 0.346726, 0.632868, 0.636151, 0.000000, 0.358576, 0.016175, 0.016175, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000156, 0.370325, 0.000000, 0.000000, 0.000000, 0.001355, 0.006645, 0.428571, 0.311258, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.015748, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013066, 0.000000, 0.000000, 0.000000, 0.000000, 0.007028, 0.022500, 0.312500, 0.100000, 0.009182, 0.753714, 0.000000, 0.000000, 0.000000, 0.335598, 0.629047, 0.000000, 0.000000, 0.000000, 0.503374, 0.187424, 0.000000, 0.000000, 0.000000, 0.061857, 0.866587, 0.000000, 0.000000, 0.000000, 0.781976, 0.335557, 0.335557, 0.198353, 0.767045, 0.323594, 0.659389, 0.753109, 0.627150, 0.014343, 0.280830, 0.047478, 0.677282, 0.013107, 0.008348, 0.006458, 0.012195, 0.033223, 0.142857, 0.059603, 0.003571, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.031496, 0.000000, 1.000000, 0.000000, 0.023622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031582, 0.000000, 1.000000, 0.000000, 0.026345, 0.017785, 0.002500, 0.437500, 0.200000, 0.018077, 0.635779, 0.000000, 0.425419, 0.000000, 0.239043, 0.381706, 0.000000, 0.635725, 0.000000, 0.371713, 0.261651, 0.000000, 0.997699, 0.000000, 0.198706, 0.164325, 0.000000, 0.636151, 0.000000, 0.176451, 0.238909, 0.238909, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000556, 0.480166, 0.000000, 0.000000, 0.000000, 0.001355, 0.016611, 0.285714, 0.139073, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.748031, 0.133333, 1.000000, 0.000000, 0.755906, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.496662, 0.130080, 0.686604, 0.000000, 0.497260, 0.346529, 0.013750, 0.437500, 0.200000, 0.348207, 0.599122, 0.389766, 0.292094, 0.000000, 0.132702, 0.618017, 0.366727, 0.066374, 0.000000, 0.587165, 0.811094, 0.103906, 0.001148, 0.000000, 0.789389, 0.603092, 0.280497, 0.066673, 0.000000, 0.608210, 0.132656, 0.132656, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005158, 0.371182, 0.000000, 0.000000, 0.000000, 0.004065, 0.003322, 0.428571, 0.158940, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.062992, 0.066667, 0.000000, 0.000000, 0.055118, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.063164, 0.089440, 0.000000, 0.000000, 0.057841, 0.009897, 0.003750, 0.250000, 0.500000, 0.010330, 0.732600, 0.693264, 0.000000, 0.000000, 0.382614, 0.533720, 0.825383, 0.000000, 0.000000, 0.494316, 0.407721, 0.473354, 0.000000, 0.000000, 0.342627, 0.320157, 0.816433, 0.000000, 0.000000, 0.311778, 0.382441, 0.382441, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.008204, 0.307168, 0.000000, 0.000000, 0.000000, 0.006775, 0.009967, 0.571429, 0.311258, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.062992, 0.066667, 1.000000, 0.000000, 0.062992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.044090, 0.065040, 0.686604, 0.000000, 0.041211, 0.015777, 0.011250, 0.312500, 0.100000, 0.016643, 0.858923, 0.262543, 0.361291, 0.000000, 0.611982, 0.867317, 0.198129, 0.129100, 0.000000, 0.822320, 0.475819, 0.001761, 0.001914, 0.000000, 0.448264, 0.947708, 0.198231, 0.129574, 0.000000, 0.954333, 0.611944, 0.611944, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019626, 0.636885, 0.040135, 0.000000, 0.000000, 0.024390, 0.026578, 0.142857, 0.105960, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.000000, 0.133333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.178879, 0.000000, 0.000000, 0.002723, 0.007745, 0.023750, 0.187500, 0.000000, 0.009613, 0.000000, 0.363554, 0.000000, 0.000000, 0.050260, 0.000000, 0.716517, 0.000000, 0.000000, 0.265621, 0.000000, 0.617890, 0.000000, 0.000000, 0.007323, 0.000000, 0.623835, 0.000000, 0.000000, 0.118954, 0.050128, 0.050128, 0.148152, 0.631119, 0.214566, 0.492074, 0.711274, 0.473140, 0.032447, 0.180177, 0.069748, 1.000000, 0.092567, 0.055775, 0.107377, 0.050136, 0.026578, 0.000000, 0.000000, 0.014286, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.141732, 0.000000, 0.000000, 0.000000, 0.125984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.095797, 0.000000, 0.000000, 0.000000, 0.082423, 0.068417, 0.051250, 0.250000, 0.100000, 0.073745, 0.682707, 0.000000, 0.000000, 0.000000, 0.259396, 0.618225, 0.000000, 0.000000, 0.000000, 0.560467, 0.577756, 0.000000, 0.000000, 0.000000, 0.507741, 0.707255, 0.000000, 0.000000, 0.000000, 0.687149, 0.259394, 0.259394, 1.000000, 0.713287, 0.319669, 0.598090, 0.620796, 0.563102, 1.000000, 0.560891, 0.399901, 0.627941, 0.143045, 0.057350, 0.024977, 0.211382, 0.079734, 0.142857, 0.139073, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.110236, 0.066667, 0.000000, 0.000000, 0.102362, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.107812, 0.089440, 0.000000, 0.000000, 0.102362, 0.031842, 0.002500, 0.312500, 0.500000, 0.032281, 0.935953, 0.818849, 0.000000, 0.000000, 0.760328, 0.799624, 0.889826, 0.000000, 0.000000, 0.751695, 0.652064, 0.473575, 0.000000, 0.000000, 0.614943, 0.863403, 0.884182, 0.000000, 0.000000, 0.864498, 0.760291, 0.760291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000907, 0.259663, 0.000000, 0.000000, 0.000000, 0.001355, 0.009967, 0.714286, 0.205298, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.141732, 0.000000, 0.000000, 0.000000, 0.125984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.112146, 0.000000, 0.000000, 0.000000, 0.098758, 0.221170, 0.016250, 0.312500, 0.300000, 0.222956, 0.717497, 0.000000, 0.000000, 0.000000, 0.356953, 0.657407, 0.000000, 0.000000, 0.000000, 0.618589, 0.729351, 0.000000, 0.000000, 0.000000, 0.687707, 0.604324, 0.000000, 0.000000, 0.000000, 0.603701, 0.363247, 0.363247, 0.684675, 0.756993, 0.456171, 0.808473, 0.657487, 0.557083, 0.735138, 0.399923, 1.000000, 0.371507, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.428571, 0.205298, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.614173, 0.000000, 0.000000, 0.000000, 0.598425, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.615847, 0.000000, 0.000000, 0.000000, 0.601148, 0.934452, 0.007500, 0.250000, 0.600000, 0.935725, 0.592186, 0.000000, 0.000000, 0.000000, 0.119905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.299073, 0.000000, 0.000000, 0.000000, 0.193665, 0.050322, 0.000000, 0.000000, 0.000000, 0.043340, 0.119868, 0.119868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000024, 0.282512, 0.000000, 0.000000, 0.000000, 0.001355, 0.000000, 0.571429, 0.337748, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.322835, 0.066667, 1.000000, 1.000000, 0.330709, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.220171, 0.065040, 0.686604, 0.542112, 0.221805, 0.124355, 0.003750, 0.125000, 0.300000, 0.124247, 0.808751, 0.504138, 0.560445, 0.446374, 0.532764, 0.856014, 0.412199, 0.300245, 0.088586, 0.817525, 0.884484, 0.003087, 0.003064, 0.000916, 0.884067, 0.803521, 0.381760, 0.300885, 0.088740, 0.816810, 0.532810, 0.532810, 0.194823, 0.838724, 0.520715, 0.687808, 0.746990, 0.710882, 0.022605, 0.933538, 0.002672, 0.380504, 0.000000, 0.013045, 0.001427, 0.010840, 0.059801, 0.428571, 0.225166, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.023622, 0.000000, 0.000000, 0.000000, 0.007874, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020962, 0.000000, 0.000000, 0.000000, 0.007874, 0.021658, 0.000000, 0.125000, 0.400000, 0.021234, 0.741901, 0.000000, 0.000000, 0.000000, 0.385255, 0.576381, 0.000000, 0.000000, 0.000000, 0.532416, 0.299355, 0.000000, 0.000000, 0.000000, 0.194471, 0.711012, 0.000000, 0.000000, 0.000000, 0.702190, 0.385270, 0.385270, 0.161388, 0.819930, 0.282163, 0.602785, 0.891717, 0.610471, 0.000000, 0.399923, 0.000000, 0.289482, 0.000000, 0.000000, 0.912318, 0.000000, 0.009967, 0.571429, 0.258278, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
1.000000, 0.133333, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.178879, 0.000000, 0.000000, 1.000000, 0.747418, 0.037500, 0.125000, 0.300000, 0.751363, 0.707419, 0.252056, 0.000000, 0.000000, 0.336716, 0.323764, 0.582272, 0.000000, 0.000000, 0.306970, 0.636646, 0.615483, 0.000000, 0.000000, 0.584736, 0.375445, 0.547517, 0.000000, 0.000000, 0.375431, 0.336648, 0.336648, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000559, 0.480263, 0.000000, 0.000000, 0.000000, 0.005420, 0.053156, 0.285714, 0.105960, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
