@relation documents

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute relevance {0, 1}

@data
0.044362, 0.083333, 0.600000, 0.000000, 0.047706, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.045368, 0.077847, 0.602180, 0.000000, 0.049193, 0.029002, 0.004819, 0.650000, 0.444444, 0.030447, 0.892393, 0.514992, 0.559522, 0.000000, 0.821089, 0.929335, 0.346572, 0.637003, 0.000000, 0.917799, 0.636513, 0.155305, 0.476882, 0.000000, 0.591188, 0.903851, 0.240805, 0.703735, 0.000000, 0.894760, 0.717736, 0.717736, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001088, 0.104608, 0.000000, 0.013581, 0.000079, 0.002195, 0.095455, 1.000000, 0.425287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.022181, 0.000000, 0.400000, 0.000000, 0.022018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020871, 0.000000, 0.384316, 0.000000, 0.020764, 0.008723, 0.004819, 0.300000, 0.166667, 0.008829, 0.887371, 0.000000, 0.682284, 0.000000, 0.811581, 0.961992, 0.000000, 0.648531, 0.000000, 0.950212, 0.540795, 0.000000, 0.382474, 0.000000, 0.480103, 0.974011, 0.000000, 0.758963, 0.000000, 0.973507, 0.709380, 0.709380, 0.133625, 0.895192, 0.039693, 0.722985, 0.784304, 0.516348, 0.006260, 0.074382, 0.003385, 0.360311, 0.000000, 0.008045, 0.000283, 0.000732, 0.009091, 0.428571, 0.229885, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.140481, 0.000000, 0.000000, 0.333333, 0.137615, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.131723, 0.000000, 0.000000, 0.468477, 0.129855, 0.089385, 0.019277, 0.100000, 0.166667, 0.089643, 0.885091, 0.000000, 0.000000, 0.603502, 0.806841, 0.926900, 0.000000, 0.000000, 0.470464, 0.907684, 0.774243, 0.000000, 0.000000, 0.853669, 0.734593, 0.887657, 0.000000, 0.000000, 0.356451, 0.870224, 0.705295, 0.705295, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003457, 0.360311, 0.000000, 0.000000, 0.000000, 0.002195, 0.009091, 0.428571, 0.149425, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.059150, 0.000000, 0.600000, 0.333333, 0.062385, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.056811, 0.000000, 0.583226, 0.468477, 0.060436, 0.047695, 0.000000, 0.450000, 0.166667, 0.047878, 0.868935, 0.000000, 0.715919, 0.603502, 0.794638, 0.897449, 0.000000, 0.783340, 0.470464, 0.885053, 0.672046, 0.000000, 0.632143, 0.853669, 0.629861, 0.873472, 0.000000, 0.834800, 0.356451, 0.863583, 0.694626, 0.694626, 0.131465, 0.904167, 0.041461, 0.715618, 0.787778, 0.532566, 0.006380, 0.110188, 0.002621, 0.360311, 0.000000, 0.002708, 0.000306, 0.000732, 0.018182, 0.428571, 0.137931, 0.000000, 0.373973, 0.288185, 0.382600, 0.227429, 0
0.025878, 0.083333, 0.200000, 0.666667, 0.029358, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.024912, 0.077847, 0.217864, 0.701081, 0.028815, 0.015407, 0.002410, 0.200000, 0.111111, 0.015054, 0.851413, 0.628921, 0.490716, 1.000000, 0.775680, 0.896602, 0.400651, 0.278554, 1.000000, 0.898708, 0.555796, 0.155483, 0.245370, 0.875417, 0.510572, 0.916486, 0.287842, 0.238135, 1.000000, 0.926781, 0.678016, 0.678016, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005679, 0.474379, 0.000000, 0.000000, 0.000000, 0.005852, 0.081818, 0.285714, 0.143678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.024030, 0.000000, 0.400000, 0.000000, 0.023853, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020473, 0.000000, 0.332905, 0.000000, 0.019744, 0.006004, 0.000000, 0.250000, 0.055556, 0.005546, 0.863108, 0.000000, 0.519736, 0.000000, 0.756786, 0.979635, 0.000000, 0.184509, 0.000000, 0.963051, 0.518560, 0.000000, 0.072943, 0.000000, 0.443801, 1.000000, 0.000000, 0.134597, 0.000000, 1.000000, 0.729411, 0.729411, 1.000000, 0.821474, 0.049000, 1.000000, 0.896645, 0.612951, 1.000000, 0.595846, 0.426467, 0.660413, 0.108904, 1.000000, 0.001863, 0.214338, 0.072727, 0.142857, 0.051724, 0.217949, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.014787, 0.083333, 0.200000, 0.000000, 0.014679, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013998, 0.062343, 0.166453, 0.000000, 0.013321, 0.007817, 0.004819, 0.300000, 0.333333, 0.008263, 0.847550, 0.412426, 0.295507, 0.000000, 0.738334, 0.915204, 0.221561, 0.095890, 0.000000, 0.889718, 0.488498, 0.002122, 0.003056, 0.000000, 0.421887, 0.943355, 0.132029, 0.077921, 0.000000, 0.931934, 0.645364, 0.645364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000534, 0.616263, 0.000000, 0.000000, 0.000000, 0.000732, 0.104545, 0.142857, 0.304598, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.012939, 0.000000, 0.000000, 0.000000, 0.009174, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013440, 0.000000, 0.000000, 0.000000, 0.009961, 0.011102, 0.004819, 0.100000, 0.388889, 0.011205, 0.854508, 0.000000, 0.000000, 0.000000, 0.732132, 0.893609, 0.000000, 0.000000, 0.000000, 0.844228, 0.489982, 0.000000, 0.000000, 0.000000, 0.397178, 0.898969, 0.000000, 0.000000, 0.000000, 0.865255, 0.639967, 0.639967, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000999, 0.284168, 0.000000, 0.000000, 0.000000, 0.000732, 0.013636, 0.571429, 0.247126, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.031423, 0.083333, 0.200000, 0.000000, 0.031193, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026741, 0.062343, 0.166453, 0.000000, 0.025975, 0.012009, 0.004819, 0.150000, 0.166667, 0.011771, 0.844323, 0.412426, 0.433114, 0.000000, 0.726858, 0.925897, 0.221561, 0.146973, 0.000000, 0.901050, 0.552975, 0.002122, 0.003714, 0.000000, 0.481508, 0.945767, 0.132029, 0.122794, 0.000000, 0.936965, 0.635343, 0.635343, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002848, 0.360311, 0.000000, 0.000000, 0.000000, 0.000732, 0.009091, 0.428571, 0.183908, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.059150, 0.000000, 0.000000, 0.000000, 0.055046, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.060029, 0.000000, 0.000000, 0.000000, 0.056331, 0.106265, 0.031325, 0.250000, 0.111111, 0.107301, 0.838108, 0.000000, 0.000000, 0.000000, 0.725767, 0.836260, 0.000000, 0.000000, 0.000000, 0.792279, 0.694501, 0.000000, 0.000000, 0.000000, 0.637627, 0.806575, 0.000000, 0.000000, 0.000000, 0.767157, 0.634494, 0.634494, 0.148226, 0.755449, 0.034435, 0.693373, 0.671259, 0.385007, 0.015186, 0.016815, 0.013676, 0.494547, 0.000054, 0.003741, 0.000290, 0.004389, 0.009091, 0.285714, 0.120690, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.092421, 0.166667, 0.800000, 0.000000, 0.099083, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.106337, 0.166667, 0.936369, 0.000000, 0.115340, 0.055738, 0.012048, 0.500000, 0.222222, 0.056706, 0.825430, 0.714350, 0.997412, 0.000000, 0.716100, 0.724149, 0.964108, 1.000000, 0.000000, 0.668981, 0.625232, 0.593942, 1.000000, 0.000000, 0.572643, 0.648378, 0.984416, 1.000000, 0.000000, 0.585233, 0.760637, 0.760637, 0.129409, 0.855128, 0.035505, 0.691207, 0.720198, 0.566273, 0.004976, 0.014243, 0.000278, 0.369649, 0.000000, 0.012546, 0.034976, 0.001463, 0.009091, 0.428571, 0.178161, 0.012821, 0.962461, 1.000000, 1.000000, 1.000000, 0
0.053604, 0.083333, 0.200000, 0.333333, 0.055046, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.044843, 0.062343, 0.166453, 0.298919, 0.045366, 0.029229, 0.007229, 0.300000, 0.111111, 0.029315, 0.829052, 0.349173, 0.295507, 0.426369, 0.705759, 0.904296, 0.189967, 0.095890, 0.092713, 0.879592, 0.618283, 0.001945, 0.003056, 0.001617, 0.556517, 0.888845, 0.104515, 0.077921, 0.061223, 0.871369, 0.616946, 0.616946, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000045, 0.679779, 0.000000, 0.000000, 0.000000, 0.000732, 0.000000, 0.142857, 0.063218, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.053604, 0.000000, 0.200000, 0.000000, 0.051376, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.044843, 0.000000, 0.166453, 0.000000, 0.042553, 0.029455, 0.000000, 0.300000, 0.055556, 0.029089, 0.827820, 0.000000, 0.295507, 0.000000, 0.705509, 0.903031, 0.000000, 0.095890, 0.000000, 0.875516, 0.618123, 0.000000, 0.003056, 0.000000, 0.551293, 0.887774, 0.000000, 0.077921, 0.000000, 0.868046, 0.616728, 0.616728, 0.123290, 0.812179, 0.044672, 0.670368, 0.723145, 0.476493, 0.005754, 0.328388, 0.000320, 0.660413, 0.000000, 0.001005, 0.000293, 0.000732, 0.050000, 0.142857, 0.045977, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.011091, 0.083333, 0.200000, 0.000000, 0.011009, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.010562, 0.062343, 0.166453, 0.000000, 0.009902, 0.006684, 0.007229, 0.150000, 0.388889, 0.007018, 0.813953, 0.349173, 0.433114, 0.000000, 0.691588, 0.884595, 0.189967, 0.146973, 0.000000, 0.860250, 0.450034, 0.001945, 0.003714, 0.000000, 0.383022, 0.928949, 0.104515, 0.122794, 0.000000, 0.918404, 0.604504, 0.604504, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001120, 0.284168, 0.000000, 0.000000, 0.000000, 0.000732, 0.013636, 0.571429, 0.258621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.020333, 0.000000, 0.000000, 0.333333, 0.018349, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017895, 0.000000, 0.000000, 0.298919, 0.015778, 0.010649, 0.000000, 0.100000, 0.111111, 0.009960, 0.817998, 0.000000, 0.000000, 0.426369, 0.688810, 0.882036, 0.000000, 0.000000, 0.092713, 0.850998, 0.503697, 0.000000, 0.000000, 0.001617, 0.421985, 0.918240, 0.000000, 0.000000, 0.061223, 0.906198, 0.602086, 0.602086, 0.121183, 0.788782, 0.082643, 0.655402, 0.728730, 0.621746, 0.002785, 0.799505, 0.001887, 0.612262, 0.000000, 0.000218, 0.000193, 0.001463, 0.236364, 0.142857, 0.114943, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.025878, 1.000000, 0.400000, 0.000000, 0.047706, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030058, 1.000000, 0.468185, 0.000000, 0.056465, 0.026736, 0.098795, 0.350000, 0.222222, 0.031466, 0.748371, 0.649170, 0.751580, 0.000000, 0.682693, 0.661546, 1.000000, 0.862323, 0.000000, 0.648567, 0.492918, 1.000000, 0.804789, 0.000000, 0.495341, 0.595079, 0.942021, 0.956430, 0.000000, 0.569729, 0.596693, 0.596692, 0.149203, 0.815385, 0.034342, 0.685490, 0.686537, 0.525347, 0.044605, 0.032146, 0.002607, 0.368946, 0.000000, 0.050153, 0.000674, 0.013168, 0.009091, 0.428571, 0.178161, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1
0.046211, 0.000000, 0.400000, 0.333333, 0.047706, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039882, 0.000000, 0.332905, 0.298919, 0.040450, 0.025717, 0.009639, 0.300000, 0.166667, 0.026033, 0.813104, 0.000000, 0.475456, 0.385074, 0.678366, 0.872095, 0.000000, 0.144068, 0.071175, 0.839709, 0.603177, 0.000000, 0.072724, 0.001293, 0.541035, 0.892620, 0.000000, 0.122794, 0.044376, 0.875718, 0.592979, 0.592979, 0.128843, 0.773077, 0.036342, 0.661685, 0.662922, 0.449083, 0.013603, 0.154896, 0.000576, 0.366304, 0.000000, 0.000207, 0.000250, 0.002195, 0.045455, 0.428571, 0.218391, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.014787, 0.000000, 0.000000, 0.333333, 0.012844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.013998, 0.000000, 0.000000, 0.298919, 0.011914, 0.011782, 0.004819, 0.100000, 0.166667, 0.011432, 0.807175, 0.000000, 0.000000, 0.385074, 0.677975, 0.853574, 0.000000, 0.000000, 0.071175, 0.821327, 0.485465, 0.000000, 0.000000, 0.001293, 0.406890, 0.891240, 0.000000, 0.000000, 0.044376, 0.875649, 0.592623, 0.592623, 0.140668, 0.806410, 0.058678, 0.689070, 0.706890, 0.548633, 0.039185, 0.195351, 0.017713, 0.471842, 0.000100, 0.038814, 0.000364, 0.011704, 0.068182, 0.285714, 0.137931, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.022181, 0.000000, 0.000000, 0.333333, 0.020183, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023795, 0.000000, 0.000000, 0.298919, 0.021682, 0.037838, 0.004819, 0.100000, 0.166667, 0.037465, 0.777223, 0.000000, 0.000000, 0.385074, 0.673335, 0.787582, 0.000000, 0.000000, 0.071175, 0.771437, 0.545189, 0.000000, 0.000000, 0.001293, 0.487676, 0.793373, 0.000000, 0.000000, 0.044376, 0.774504, 0.588633, 0.588633, 0.140206, 0.804167, 0.058539, 0.683125, 0.677046, 0.477175, 0.039185, 0.195351, 0.018211, 0.471842, 0.000100, 0.044501, 0.000068, 0.012436, 0.068182, 0.285714, 0.143678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.055453, 0.000000, 0.000000, 0.000000, 0.051376, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.061273, 0.000000, 0.000000, 0.000000, 0.057614, 0.048827, 0.002410, 0.200000, 0.166667, 0.048557, 0.806885, 0.000000, 0.000000, 0.000000, 0.673161, 0.777372, 0.000000, 0.000000, 0.000000, 0.719882, 0.609597, 0.000000, 0.000000, 0.000000, 0.538468, 0.808561, 0.000000, 0.000000, 0.000000, 0.769721, 0.588448, 0.588448, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000620, 0.490248, 0.000000, 0.000000, 0.000000, 0.000732, 0.072727, 0.285714, 0.264368, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.020333, 0.000000, 0.000000, 0.333333, 0.018349, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020059, 0.000000, 0.000000, 0.298919, 0.017952, 0.020165, 0.007229, 0.100000, 0.166667, 0.019921, 0.789091, 0.000000, 0.000000, 0.385074, 0.655203, 0.816888, 0.000000, 0.000000, 0.071175, 0.781013, 0.520274, 0.000000, 0.000000, 0.001293, 0.447807, 0.853178, 0.000000, 0.000000, 0.044376, 0.832879, 0.572737, 0.572737, 0.138355, 0.794551, 0.058120, 0.676076, 0.686922, 0.521491, 0.039185, 0.195351, 0.017713, 0.471842, 0.000100, 0.038814, 0.000364, 0.011704, 0.068182, 0.285714, 0.137931, 0.000000, 0.326954, 0.213279, 0.214066, 0.168374, 0
0.027726, 0.000000, 0.200000, 0.000000, 0.025688, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023305, 0.000000, 0.166453, 0.000000, 0.021151, 0.012235, 0.004819, 0.250000, 0.166667, 0.012224, 0.804390, 0.000000, 0.330509, 0.000000, 0.654918, 0.885516, 0.000000, 0.109315, 0.000000, 0.843641, 0.524459, 0.000000, 0.003276, 0.000000, 0.443336, 0.919843, 0.000000, 0.089724, 0.000000, 0.898716, 0.572469, 0.572469, 0.118252, 0.806410, 0.035179, 0.638792, 0.715749, 0.421354, 0.006260, 0.074382, 0.003806, 0.360311, 0.000000, 0.006324, 0.000324, 0.000732, 0.013636, 0.428571, 0.172414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
