@relation documents

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute F48 numeric
@attribute F49 numeric
@attribute F50 numeric
@attribute F51 numeric
@attribute F52 numeric
@attribute F53 numeric
@attribute F54 numeric
@attribute F55 numeric
@attribute F56 numeric
@attribute F57 numeric
@attribute F58 numeric
@attribute F59 numeric
@attribute F60 numeric
@attribute F61 numeric
@attribute F62 numeric
@attribute F63 numeric
@attribute F64 numeric
@attribute relevance {0, 1}

@data
0.023636, 0.333333, 0.125000, 0.500000, 0.034483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.024408, 0.341849, 0.125552, 0.467800, 0.035547, 0.055965, 0.253968, 0.175676, 0.375000, 0.058347, 0.165349, 0.504892, 0.351373, 0.397586, 0.018305, 0.116589, 0.750891, 0.523061, 0.053718, 0.157833, 0.176338, 0.516100, 0.297921, 0.002976, 0.134460, 0.028942, 0.717716, 0.600703, 0.040217, 0.014348, 0.018193, 0.018193, 0.487746, 0.527852, 0.020709, 0.558220, 0.549260, 0.191789, 0.027783, 0.000000, 0.000196, 0.220389, 0.000000, 0.024787, 0.000000, 0.008219, 0.008475, 0.714286, 0.258741, 0.000000, 0.082448, 0.098513, 0.157306, 0.041366, 0
0.010909, 0.166667, 0.125000, 0.000000, 0.016334, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.012323, 0.196121, 0.156368, 0.000000, 0.018328, 0.009234, 0.063492, 0.054054, 0.187500, 0.009414, 0.352962, 0.842260, 0.966817, 0.000000, 0.242450, 0.483366, 1.000000, 1.000000, 0.000000, 0.519553, 0.318071, 0.735555, 0.914048, 0.000000, 0.299634, 0.311818, 1.000000, 1.000000, 0.000000, 0.311756, 0.267658, 0.267658, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000224, 0.385087, 0.000000, 0.000000, 0.000000, 0.002740, 0.025424, 0.428571, 0.321678, 0.097826, 1.000000, 1.000000, 0.753988, 1.000000, 0
0.169091, 0.166667, 0.062500, 0.500000, 0.174229, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.169201, 0.166667, 0.060569, 0.532200, 0.173835, 0.121910, 0.206349, 0.094595, 0.437500, 0.123497, 0.740698, 0.285299, 0.266905, 0.420743, 0.665184, 0.830543, 0.286852, 0.138621, 0.120471, 0.827797, 0.790470, 0.117887, 0.005673, 0.303813, 0.768197, 0.860146, 0.103060, 0.074222, 0.119455, 0.852309, 0.665227, 0.665227, 0.885325, 0.902349, 0.033135, 0.875053, 0.839536, 0.316843, 0.299699, 0.171587, 0.000989, 0.282612, 0.000000, 0.263498, 0.183318, 0.010959, 0.067797, 0.571429, 0.426573, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.049091, 0.000000, 0.000000, 0.000000, 0.047187, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.049328, 0.000000, 0.000000, 0.000000, 0.047255, 0.141218, 0.444444, 0.094595, 0.125000, 0.143723, 0.237847, 0.000000, 0.000000, 0.000000, 0.008828, 0.429231, 0.000000, 0.000000, 0.000000, 0.420543, 0.458042, 0.000000, 0.000000, 0.000000, 0.393632, 0.398635, 0.000000, 0.000000, 0.000000, 0.360012, 0.008876, 0.008876, 0.493495, 0.590940, 0.029594, 0.530567, 0.561852, 0.160819, 0.058745, 0.602629, 0.737314, 0.622573, 1.000000, 0.059912, 0.039503, 0.041096, 1.000000, 0.142857, 0.125874, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.021818, 0.000000, 0.000000, 0.000000, 0.019964, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.024365, 0.000000, 0.000000, 0.000000, 0.022338, 0.033206, 0.015873, 0.027027, 0.062500, 0.032715, 0.312386, 0.000000, 0.000000, 0.000000, 0.105248, 0.354881, 0.000000, 0.000000, 0.000000, 0.347522, 0.362144, 0.000000, 0.000000, 0.000000, 0.288945, 0.237937, 0.000000, 0.000000, 0.000000, 0.191923, 0.149012, 0.149012, 0.771256, 0.630201, 0.024117, 0.637846, 0.588753, 0.209489, 0.390955, 0.093289, 0.167050, 0.674654, 0.170208, 0.472850, 0.138813, 1.000000, 0.347458, 0.142857, 0.125874, 0.217391, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.020000, 0.166667, 0.000000, 0.000000, 0.021779, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021083, 0.175331, 0.000000, 0.000000, 0.022841, 0.026490, 0.222222, 0.040541, 0.187500, 0.027496, 0.276182, 0.323202, 0.000000, 0.000000, 0.084360, 0.267304, 0.680599, 0.000000, 0.000000, 0.271165, 0.260333, 0.400247, 0.000000, 0.000000, 0.194294, 0.161670, 0.684955, 0.000000, 0.000000, 0.122412, 0.084219, 0.084219, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000017, 0.369140, 0.000000, 0.000000, 0.000000, 0.002740, 0.008475, 0.428571, 0.307692, 0.000000, 0.172059, 0.201615, 0.097458, 0.103365, 0
0.560000, 0.083333, 0.062500, 0.500000, 0.562613, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.586333, 0.087591, 0.064983, 0.467800, 0.589312, 0.371421, 0.111111, 0.094595, 0.312500, 0.372076, 0.394453, 0.268899, 0.286359, 0.429844, 0.211514, 0.161402, 0.347632, 0.178932, 0.068497, 0.157241, 0.354394, 0.045602, 0.078636, 0.003572, 0.280554, 0.168782, 0.115315, 0.108012, 0.051278, 0.120480, 0.211348, 0.211348, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001494, 0.293043, 0.000000, 0.000000, 0.000000, 0.008219, 0.025424, 0.571429, 0.244755, 0.000000, 0.167865, 0.195901, 0.011521, 0.079547, 0
0.258182, 0.083333, 0.062500, 0.000000, 0.259528, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.285957, 0.091998, 0.076933, 0.000000, 0.287784, 0.158194, 0.222222, 0.013514, 0.250000, 0.159008, 0.639308, 0.169587, 0.796905, 0.000000, 0.533772, 0.701372, 0.329923, 0.447591, 0.000000, 0.698047, 0.700255, 0.156112, 0.322659, 0.000000, 0.665560, 0.610185, 0.113392, 0.332666, 0.000000, 0.587787, 0.533755, 0.533755, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.001441, 0.375808, 0.000000, 0.076067, 0.044140, 0.010959, 0.025424, 0.428571, 0.195804, 0.000000, 0.783578, 0.461989, 0.104077, 0.305108, 0
0.130909, 0.166667, 0.125000, 0.000000, 0.136116, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.142630, 0.175331, 0.137502, 0.000000, 0.148038, 0.078351, 0.126984, 0.081081, 0.250000, 0.079131, 0.598654, 0.491532, 0.670095, 0.000000, 0.487663, 0.578312, 0.770458, 0.758935, 0.000000, 0.580082, 0.561792, 0.402833, 0.542344, 0.000000, 0.519300, 0.542172, 0.765971, 0.798336, 0.000000, 0.520546, 0.487601, 0.487601, 0.675643, 0.734564, 0.028793, 0.765686, 0.768482, 0.332594, 0.033155, 0.000000, 0.000050, 0.369140, 0.000000, 0.023064, 0.000000, 0.002740, 0.008475, 0.428571, 0.209790, 0.000000, 0.290195, 0.268950, 0.100199, 0.141546, 0
0.032727, 0.333333, 0.125000, 1.000000, 0.045372, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033598, 0.341849, 0.125552, 1.000000, 0.046441, 0.024531, 0.158730, 0.135135, 0.375000, 0.026097, 0.346743, 0.695812, 0.429790, 0.849905, 0.196187, 0.309019, 0.800923, 0.548150, 0.936295, 0.331356, 0.252469, 0.518683, 0.299138, 0.998807, 0.213448, 0.162092, 0.785762, 0.636157, 0.952338, 0.144792, 0.196004, 0.196004, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000778, 0.284902, 0.000000, 0.000000, 0.000000, 0.005479, 0.110169, 0.571429, 0.272727, 0.021739, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.025455, 0.000000, 0.062500, 0.000000, 0.025408, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025565, 0.000000, 0.060569, 0.000000, 0.025247, 0.034605, 0.015873, 0.094595, 0.375000, 0.035045, 0.246918, 0.000000, 0.266905, 0.000000, 0.023023, 0.266989, 0.000000, 0.138621, 0.000000, 0.258584, 0.266941, 0.000000, 0.005673, 0.000000, 0.187812, 0.147096, 0.000000, 0.074222, 0.000000, 0.097735, 0.022900, 0.022900, 0.509834, 0.633221, 0.022580, 0.550802, 0.648692, 0.225997, 0.022051, 0.048201, 0.002082, 0.368890, 0.000000, 0.017190, 0.029446, 0.002740, 0.093220, 0.428571, 0.230769, 0.000000, 0.148489, 0.165086, 0.212446, 0.080515, 0
0.050909, 0.333333, 0.000000, 0.000000, 0.056261, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.053121, 0.341849, 0.000000, 0.000000, 0.058477, 0.053167, 0.317460, 0.094595, 0.187500, 0.055084, 0.316782, 0.426817, 0.000000, 0.000000, 0.130338, 0.235874, 0.728381, 0.000000, 0.000000, 0.238611, 0.269432, 0.514382, 0.000000, 0.000000, 0.201667, 0.118596, 0.685412, 0.000000, 0.000000, 0.077074, 0.130190, 0.130190, 0.531014, 0.577181, 0.022647, 0.604735, 0.610283, 0.252163, 0.033155, 0.000000, 0.000107, 0.369140, 0.000000, 0.023064, 0.000000, 0.008219, 0.016949, 0.428571, 0.279720, 0.000000, 0.186815, 0.203956, 0.012047, 0.086391, 0
0.174545, 0.083333, 0.062500, 0.500000, 0.177858, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.182474, 0.083333, 0.060569, 0.532200, 0.185375, 0.207723, 0.063492, 0.040541, 0.375000, 0.207941, 0.795324, 0.357884, 0.432623, 0.452319, 0.748562, 0.862329, 0.370062, 0.206958, 0.128281, 0.864391, 0.835400, 0.009890, 0.007301, 0.304408, 0.820202, 0.841653, 0.138206, 0.131478, 0.129212, 0.837084, 0.748650, 0.748650, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000018, 0.369140, 0.000000, 0.000000, 0.000000, 0.002740, 0.008475, 0.428571, 0.328671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.065455, 1.000000, 0.125000, 0.000000, 0.088929, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.062964, 1.000000, 0.121137, 0.000000, 0.084945, 0.034885, 0.682540, 0.094595, 0.125000, 0.038867, 0.422269, 0.446482, 0.437632, 0.000000, 0.224127, 0.500064, 0.000000, 0.175296, 0.000000, 0.486332, 0.408461, 0.455213, 0.109400, 0.000000, 0.360086, 0.502524, 0.146170, 0.121061, 0.000000, 0.471391, 0.224080, 0.224080, 0.641150, 0.645302, 0.025453, 0.758426, 0.652990, 0.258605, 0.151430, 0.154290, 0.001597, 0.481954, 0.000000, 0.105795, 0.016207, 0.016438, 0.279661, 0.285714, 0.104895, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.007273, 0.250000, 0.125000, 0.000000, 0.014519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007466, 0.258515, 0.125552, 0.000000, 0.014908, 0.018935, 0.126984, 0.081081, 0.125000, 0.019573, 0.129419, 0.641621, 0.611858, 0.000000, 0.038914, 0.110851, 0.808223, 0.647592, 0.000000, 0.188428, 0.104565, 0.407666, 0.300764, 0.000000, 0.085322, 0.042711, 0.767894, 0.705192, 0.000000, 0.055294, 0.038767, 0.038767, 0.488956, 0.577181, 0.021712, 0.557999, 0.567898, 0.203831, 0.000000, 0.113699, 0.001660, 0.483587, 0.000000, 0.000000, 0.006163, 0.013699, 0.127119, 0.285714, 0.146853, 0.000000, 0.736195, 0.832062, 0.485654, 0.857636, 0
0.901818, 0.083333, 1.000000, 0.500000, 0.931034, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.922085, 0.087591, 1.000000, 0.467800, 0.952013, 0.603395, 0.047619, 1.000000, 0.312500, 0.609749, 0.398591, 0.433861, 0.491321, 0.429844, 0.219843, 0.182604, 0.407765, 0.624993, 0.068497, 0.180694, 0.328599, 0.047331, 1.000000, 0.003572, 0.254237, 0.171711, 0.176653, 0.645627, 0.051278, 0.126250, 0.327150, 0.327150, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004250, 0.293043, 0.014487, 0.000000, 0.000000, 0.019178, 0.161017, 0.571429, 0.244755, 0.195652, 0.151015, 0.166154, 0.010967, 0.073247, 0
0.034545, 0.083333, 0.062500, 0.500000, 0.038113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033436, 0.083333, 0.060569, 0.532200, 0.036541, 0.020800, 0.063492, 0.054054, 0.187500, 0.020971, 0.460277, 0.357884, 0.374494, 0.583745, 0.294219, 0.515599, 0.370062, 0.183738, 0.224721, 0.509325, 0.362858, 0.009890, 0.006893, 0.306198, 0.299927, 0.528124, 0.138206, 0.112037, 0.168147, 0.501022, 0.383583, 0.383583, 0.812103, 0.725839, 0.651947, 0.773652, 0.893425, 0.990806, 0.420728, 0.414899, 0.001979, 0.935653, 0.000000, 0.403844, 0.030152, 0.076712, 0.542373, 0.142857, 0.146853, 0.130435, 0.345842, 0.278816, 0.059599, 0.149915, 0
0.500000, 0.166667, 0.125000, 0.000000, 0.504537, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.524848, 0.175331, 0.137502, 0.000000, 0.529759, 0.703852, 0.079365, 0.067568, 0.312500, 0.703887, 0.531138, 0.664602, 0.749467, 0.000000, 0.402611, 0.546491, 0.837141, 0.788371, 0.000000, 0.546388, 0.644729, 0.404129, 0.542751, 0.000000, 0.606174, 0.520362, 0.834020, 0.822978, 0.000000, 0.495500, 0.402634, 0.402634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000424, 0.017557, 0.000000, 0.000000, 0.000000, 0.008219, 0.025424, 0.571429, 0.307692, 0.000000, 0.542432, 0.783772, 0.569929, 0.816655, 0
0.329091, 0.166667, 0.062500, 0.000000, 0.332123, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.356003, 0.175182, 0.064983, 0.000000, 0.359378, 0.191120, 0.396825, 0.040541, 0.250000, 0.193121, 0.345758, 0.183295, 0.464156, 0.000000, 0.147274, 0.205385, 0.279007, 0.247344, 0.000000, 0.199168, 0.349210, 0.156225, 0.080264, 0.000000, 0.273610, 0.148868, 0.073344, 0.165271, 0.000000, 0.098189, 0.147125, 0.147125, 0.647201, 0.641946, 0.023315, 0.618425, 0.621369, 0.290782, 0.253845, 0.160171, 0.032817, 0.374713, 0.028974, 0.138005, 1.000000, 0.115068, 0.118644, 0.428571, 0.188811, 0.000000, 0.261088, 0.196208, 0.013709, 0.111435, 0
0.009091, 0.000000, 0.062500, 0.500000, 0.010889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.009762, 0.000000, 0.064983, 0.467800, 0.011752, 0.005037, 0.063492, 0.094595, 0.375000, 0.005779, 0.272017, 0.000000, 0.286359, 0.397586, 0.059046, 0.291762, 0.000000, 0.178932, 0.053718, 0.272113, 0.132778, 0.000000, 0.078636, 0.002976, 0.056004, 0.186883, 0.000000, 0.108012, 0.040217, 0.131076, 0.058854, 0.058854, 0.497126, 0.545638, 0.021378, 0.568597, 0.572393, 0.228774, 0.000000, 0.000000, 0.000249, 0.293043, 0.000000, 0.000000, 0.000000, 0.002740, 0.008475, 0.571429, 0.237762, 0.000000, 0.518130, 0.780325, 0.645646, 0.772583, 0
0.034545, 0.083333, 0.000000, 0.000000, 0.034483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033605, 0.083333, 0.000000, 0.000000, 0.033265, 0.031620, 0.142857, 0.027027, 0.437500, 0.032435, 0.244120, 0.214962, 0.000000, 0.000000, 0.011703, 0.222624, 0.312590, 0.000000, 0.000000, 0.209870, 0.218409, 0.007731, 0.000000, 0.000000, 0.131103, 0.108699, 0.079505, 0.000000, 0.000000, 0.053137, 0.011567, 0.011567, 0.478064, 0.588591, 0.789031, 0.546286, 0.706646, 0.984408, 0.000000, 0.216905, 0.000066, 0.211561, 0.000000, 0.000000, 0.024964, 0.002740, 0.288136, 0.714286, 0.328671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0
0.078182, 0.416667, 0.000000, 0.000000, 0.085299, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.078525, 0.433995, 0.000000, 0.000000, 0.085704, 0.145695, 0.888889, 0.067568, 0.250000, 0.150806, 0.269170, 0.221789, 0.000000, 0.000000, 0.080183, 0.361603, 0.644036, 0.000000, 0.000000, 0.364925, 0.458094, 0.699563, 0.000000, 0.000000, 0.409132, 0.393797, 0.613963, 0.000000, 0.000000, 0.367110, 0.080149, 0.080149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.005528, 0.524614, 0.014487, 0.060229, 0.029738, 0.021918, 0.033898, 0.285714, 0.139860, 0.000000, 0.193323, 0.604119, 0.560596, 0.669698, 0
